city,locality,propertyType,bedrooms,bathrooms,area,propertyAge,floor,amenities_count,parking,price
Chennai,Velachery,Independent House,1,1,558,14,22,5,1,3170000.0
Hyderabad,HITECH City,Apartment,5,5,3411,20,5,3,1,20020000.0
Chennai,Velachery,Villa,2,1,1841,21,15,4,0,9720000.0
Hyderabad,Jubilee Hills,Independent House,3,4,2415,17,20,3,0,22820000.0
Chennai,OMR,Commercial Property,0,1,3115,11,16,2,0,17290000.0
Delhi,Connaught Place,Apartment,1,2,4455,21,14,6,0,69850000.0
Chennai,Anna Nagar,Commercial Property,0,1,2246,23,17,8,0,11020000.0
Hyderabad,HITECH City,Independent House,3,4,3193,17,19,9,1,18370000.0
Hyderabad,Gachibowli,Commercial Property,0,1,1175,23,5,4,0,7120000.0
Bangalore,Whitefield,Apartment,2,2,4380,12,7,9,0,31400000.0
Hyderabad,Banjara Hills,Apartment,4,4,4377,18,19,2,0,27540000.0
Mumbai,Andheri,Villa,5,5,645,2,23,2,0,11820000.0
Bangalore,HSR Layout,Independent House,3,4,4044,23,8,8,1,30260000.0
Hyderabad,Jubilee Hills,Apartment,4,3,2391,7,7,5,0,22440000.0
Hyderabad,Gachibowli,Villa,5,6,1783,7,24,0,1,12180000.0
Bangalore,Whitefield,Commercial Property,0,1,3278,15,23,9,0,24770000.0
Delhi,Dwarka,Commercial Property,0,1,1921,15,11,3,0,20860000.0
Chennai,Anna Nagar,Commercial Property,0,1,3462,10,9,4,0,17290000.0
Chennai,OMR,Commercial Property,0,1,1923,19,16,5,0,10390000.0
Bangalore,HSR Layout,Villa,1,1,897,6,22,2,0,6450000.0
Chennai,Velachery,Independent House,2,2,3157,9,11,7,0,16770000.0
Mumbai,Andheri,Apartment,5,6,2378,11,17,5,1,45970000.0
Hyderabad,HITECH City,Commercial Property,0,1,2785,6,13,5,1,18520000.0
Delhi,Saket,Apartment,3,3,2203,23,16,4,0,23710000.0
Hyderabad,Kondapur,Villa,5,5,1914,4,21,1,0,11420000.0
Mumbai,Bandra,Commercial Property,0,1,2847,14,3,6,0,66440000.0
Delhi,Connaught Place,Commercial Property,0,1,3779,8,3,4,1,55470000.0
Bangalore,Whitefield,Villa,4,5,2414,4,13,0,0,16730000.0
Mumbai,Juhu,Commercial Property,0,1,3483,23,14,2,1,56410000.0
Mumbai,Worli,Independent House,3,2,3104,8,10,0,1,62060000.0
Chennai,Velachery,Independent House,1,2,3814,22,13,8,1,19710000.0
Chennai,Velachery,Independent House,1,1,714,12,8,0,1,4270000.0
Mumbai,Juhu,Villa,5,6,3954,14,16,2,1,66470000.0
Delhi,Dwarka,Commercial Property,0,1,4275,7,22,0,1,48440000.0
Hyderabad,Kondapur,Apartment,4,3,523,14,4,4,0,4200000.0
Chennai,Velachery,Commercial Property,0,1,3547,16,8,4,0,20730000.0
Chennai,Anna Nagar,Villa,4,3,1172,6,1,8,0,7580000.0
Bangalore,Electronic City,Independent House,3,3,1424,16,21,5,1,10260000.0
Hyderabad,Jubilee Hills,Villa,3,4,1693,6,5,8,0,16510000.0
Delhi,Rohini,Apartment,3,3,618,20,5,5,0,7350000.0
Chennai,Adyar,Commercial Property,0,1,4498,20,8,8,0,31740000.0
Mumbai,Bandra,Independent House,1,1,1708,9,15,3,0,42960000.0
Delhi,Vasant Kunj,Commercial Property,0,1,3033,23,11,7,0,32050000.0
Delhi,Connaught Place,Apartment,4,5,4432,12,11,0,0,64360000.0
Bangalore,HSR Layout,Commercial Property,0,1,733,3,23,8,0,5370000.0
Chennai,ECR,Apartment,4,5,3614,6,21,9,1,23030000.0
Mumbai,Bandra,Commercial Property,0,1,2025,3,2,2,1,46800000.0
Mumbai,Juhu,Villa,4,3,3964,19,18,2,0,77520000.0
Chennai,OMR,Independent House,2,1,4188,4,15,2,0,21860000.0
Delhi,Rohini,Independent House,5,6,830,4,1,8,0,10720000.0
Mumbai,Andheri,Apartment,2,3,3601,9,8,8,1,67360000.0
Mumbai,Bandra,Commercial Property,0,1,829,19,9,6,0,20400000.0
Bangalore,Koramangala,Independent House,4,4,2574,14,14,4,0,28660000.0
Mumbai,Worli,Apartment,3,4,4229,19,2,8,1,73250000.0
Mumbai,Andheri,Villa,5,4,3225,12,14,2,0,59760000.0
Mumbai,Andheri,Independent House,3,4,589,23,13,4,1,10600000.0
Chennai,OMR,Villa,5,6,1524,11,21,2,1,9080000.0
Bangalore,Koramangala,Apartment,5,6,3021,15,10,1,0,33420000.0
Mumbai,Powai,Apartment,4,5,763,13,10,2,1,13700000.0
Bangalore,Whitefield,Commercial Property,0,1,3837,14,4,6,1,24450000.0
Bangalore,Whitefield,Commercial Property,0,1,3215,18,5,6,1,24750000.0
Mumbai,Powai,Commercial Property,0,1,900,21,18,2,1,16400000.0
Hyderabad,Gachibowli,Apartment,4,4,2843,0,12,1,0,17360000.0
Chennai,Velachery,Independent House,4,5,1476,8,10,5,1,9850000.0
Chennai,Anna Nagar,Apartment,5,6,1203,14,22,7,0,8350000.0
Delhi,Dwarka,Villa,5,6,1373,18,8,6,0,14690000.0
Delhi,Rohini,Commercial Property,0,1,1815,16,24,4,1,18800000.0
Chennai,Anna Nagar,Commercial Property,0,1,2668,16,20,7,1,15240000.0
Mumbai,Juhu,Independent House,2,1,3642,13,2,8,0,60710000.0
Hyderabad,Banjara Hills,Independent House,2,1,1638,11,20,3,0,10160000.0
Chennai,Adyar,Villa,4,3,3507,21,17,5,1,26280000.0
Chennai,ECR,Villa,4,5,1388,19,11,5,0,8900000.0
Hyderabad,Kondapur,Villa,1,1,3618,20,7,5,1,21470000.0
Hyderabad,Gachibowli,Apartment,1,1,731,13,12,9,1,5260000.0
Bangalore,Electronic City,Apartment,5,6,1314,7,23,4,1,11120000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,760,15,17,5,1,6690000.0
Delhi,Connaught Place,Commercial Property,0,1,4039,14,18,0,1,61710000.0
Mumbai,Worli,Commercial Property,0,1,3935,6,18,5,1,74670000.0
Delhi,Rohini,Apartment,2,1,3770,15,7,0,0,43340000.0
Hyderabad,Banjara Hills,Independent House,3,4,3083,21,6,7,1,20000000.0
Bangalore,Whitefield,Commercial Property,0,1,3376,5,24,0,0,22770000.0
Delhi,Saket,Villa,2,3,2912,6,23,4,1,35480000.0
Chennai,OMR,Commercial Property,0,1,3989,3,2,3,1,20770000.0
Bangalore,Koramangala,Villa,1,1,2301,4,17,5,0,20790000.0
Chennai,Anna Nagar,Villa,5,6,4018,13,9,6,0,24800000.0
Delhi,Saket,Villa,5,6,1339,2,23,1,0,16670000.0
Delhi,Dwarka,Apartment,3,3,1070,10,15,9,0,12400000.0
Hyderabad,HITECH City,Apartment,2,1,3348,0,15,9,1,22140000.0
Delhi,Vasant Kunj,Independent House,4,4,917,23,12,6,1,10170000.0
Chennai,OMR,Independent House,5,6,3135,24,2,3,1,17700000.0
Mumbai,Juhu,Commercial Property,0,1,1497,17,2,6,1,24420000.0
Bangalore,Indiranagar,Apartment,5,4,2560,18,12,8,0,20420000.0
Chennai,OMR,Villa,3,2,1261,22,14,5,0,6830000.0
Delhi,Saket,Commercial Property,0,1,4439,6,2,5,0,46050000.0
Bangalore,HSR Layout,Commercial Property,0,1,1019,7,1,1,1,7100000.0
Delhi,Vasant Kunj,Independent House,5,6,1702,21,5,9,1,19160000.0
Hyderabad,Gachibowli,Independent House,5,4,2103,1,10,5,0,13290000.0
Bangalore,HSR Layout,Independent House,3,2,2142,20,17,4,0,16170000.0
Mumbai,Bandra,Commercial Property,0,1,1282,0,22,3,0,32810000.0
Delhi,Connaught Place,Villa,5,6,1915,12,11,8,0,32530000.0
Bangalore,Whitefield,Independent House,4,5,2113,18,12,1,0,15660000.0
Chennai,ECR,Independent House,5,6,2447,15,12,4,0,15380000.0
Hyderabad,Banjara Hills,Villa,5,5,2114,11,17,8,0,14420000.0
Chennai,OMR,Apartment,4,3,3886,4,23,0,1,24340000.0
Chennai,OMR,Independent House,1,1,768,13,6,5,0,4490000.0
Mumbai,Andheri,Independent House,3,4,1999,22,4,3,0,36460000.0
Chennai,Velachery,Commercial Property,0,1,3633,6,16,6,1,19400000.0
Bangalore,Whitefield,Apartment,5,5,3296,17,16,5,0,25120000.0
Delhi,Dwarka,Apartment,5,5,1797,1,16,8,0,21350000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,533,7,10,6,0,3020000.0
Chennai,ECR,Villa,3,4,2434,20,24,7,0,14900000.0
Hyderabad,Banjara Hills,Independent House,3,2,946,1,17,4,0,6620000.0
Bangalore,HSR Layout,Independent House,1,1,2176,22,6,1,0,15750000.0
Bangalore,Electronic City,Apartment,1,1,617,4,19,4,1,4750000.0
Bangalore,Electronic City,Villa,2,3,1992,24,20,8,0,15140000.0
Delhi,Dwarka,Commercial Property,0,1,2447,2,7,9,0,25330000.0
Bangalore,Indiranagar,Apartment,1,1,3128,24,13,6,1,22120000.0
Mumbai,Bandra,Independent House,4,5,3502,7,23,1,0,88550000.0
Chennai,ECR,Commercial Property,0,1,3737,12,11,9,1,21280000.0
Delhi,Vasant Kunj,Apartment,4,3,2223,22,14,3,1,26600000.0
Chennai,Adyar,Villa,2,1,1550,17,8,9,1,12850000.0
Bangalore,Koramangala,Apartment,3,4,1969,8,5,1,1,21190000.0
Bangalore,HSR Layout,Villa,2,1,1591,12,12,9,0,12030000.0
Chennai,Anna Nagar,Apartment,2,1,4025,17,14,2,1,21870000.0
Delhi,Saket,Apartment,2,1,2926,10,8,0,0,31050000.0
Hyderabad,Banjara Hills,Villa,3,2,2776,19,3,4,1,17590000.0
Hyderabad,Jubilee Hills,Apartment,1,2,1372,21,17,7,1,11650000.0
Mumbai,Juhu,Apartment,1,1,1268,24,15,3,1,23020000.0
Bangalore,HSR Layout,Apartment,3,3,2983,15,3,0,1,23310000.0
Delhi,Saket,Apartment,5,5,869,2,22,2,0,11040000.0
Hyderabad,Gachibowli,Apartment,1,1,3443,2,19,5,1,21050000.0
Hyderabad,Banjara Hills,Villa,2,3,2743,0,13,7,1,18850000.0
Mumbai,Powai,Commercial Property,0,1,4153,11,9,8,1,69000000.0
Delhi,Connaught Place,Independent House,3,3,3019,10,8,5,1,43610000.0
Delhi,Saket,Apartment,4,4,2560,21,3,5,1,28990000.0
Bangalore,HSR Layout,Apartment,5,4,4097,24,8,6,0,31860000.0
Hyderabad,Jubilee Hills,Villa,4,4,4166,24,8,5,1,35460000.0
Mumbai,Powai,Villa,1,2,3070,15,5,4,1,53470000.0
Bangalore,Koramangala,Commercial Property,0,1,890,15,23,4,1,8410000.0
Delhi,Vasant Kunj,Independent House,4,4,4419,3,6,4,1,53030000.0
Bangalore,Indiranagar,Commercial Property,0,1,4033,3,12,7,1,29380000.0
Bangalore,Electronic City,Apartment,2,1,3848,15,15,5,0,28020000.0
Mumbai,Worli,Commercial Property,0,1,4119,0,21,7,1,78340000.0
Bangalore,Koramangala,Commercial Property,0,1,1028,6,11,3,1,9910000.0
Mumbai,Bandra,Apartment,2,1,734,23,17,7,0,18230000.0
Delhi,Dwarka,Independent House,2,1,4165,2,22,0,1,48780000.0
Bangalore,Indiranagar,Independent House,3,2,4211,24,5,4,0,30620000.0
Hyderabad,Gachibowli,Villa,3,2,2990,24,9,7,0,16810000.0
Mumbai,Powai,Commercial Property,0,1,556,20,22,2,1,9880000.0
Chennai,Velachery,Commercial Property,0,1,2989,8,12,5,1,17420000.0
Bangalore,Whitefield,Independent House,3,2,3353,20,24,7,1,22140000.0
Bangalore,Koramangala,Villa,5,5,595,15,7,7,1,6560000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,2829,11,11,2,1,18380000.0
Hyderabad,Banjara Hills,Independent House,1,2,1678,8,23,6,0,10660000.0
Delhi,Saket,Apartment,2,2,1466,20,21,4,0,15460000.0
Mumbai,Bandra,Villa,3,3,2404,3,24,6,1,60420000.0
Mumbai,Powai,Independent House,4,5,2628,9,17,5,1,45880000.0
Hyderabad,Banjara Hills,Apartment,4,3,809,24,20,0,0,4840000.0
Hyderabad,Kondapur,Apartment,3,3,515,5,6,6,0,3780000.0
Bangalore,Indiranagar,Apartment,1,1,815,20,16,9,1,6450000.0
Bangalore,HSR Layout,Independent House,3,2,3244,10,22,0,1,22410000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,2473,15,16,5,1,15500000.0
Delhi,Rohini,Independent House,4,3,659,17,21,3,0,7890000.0
Mumbai,Worli,Apartment,4,4,1932,20,17,0,0,32280000.0
Bangalore,Electronic City,Commercial Property,0,1,631,3,4,0,0,4530000.0
Hyderabad,Banjara Hills,Apartment,5,4,2058,15,22,4,1,12540000.0
Chennai,Anna Nagar,Villa,3,2,4291,6,19,0,0,23590000.0
Bangalore,Whitefield,Commercial Property,0,1,828,12,16,2,1,5890000.0
Chennai,Anna Nagar,Commercial Property,0,1,1819,3,20,7,0,9970000.0
Delhi,Saket,Villa,5,4,1306,5,2,6,1,15030000.0
Hyderabad,Jubilee Hills,Villa,4,3,2712,13,6,6,1,24430000.0
Mumbai,Juhu,Commercial Property,0,1,4254,12,16,1,0,81250000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,3600,15,2,0,1,29390000.0
Bangalore,Electronic City,Commercial Property,0,1,3930,21,21,9,1,27390000.0
Delhi,Connaught Place,Villa,5,4,2092,1,23,9,1,31700000.0
Hyderabad,Jubilee Hills,Independent House,1,2,1086,8,14,8,0,8750000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,2922,11,18,4,0,24060000.0
Bangalore,Koramangala,Commercial Property,0,1,1570,0,3,1,1,16010000.0
Bangalore,Electronic City,Apartment,1,1,1991,9,5,1,0,15080000.0
Delhi,Vasant Kunj,Independent House,4,3,2385,11,1,9,1,29450000.0
Chennai,Adyar,Independent House,2,1,2046,22,2,0,0,16290000.0
Bangalore,Koramangala,Independent House,1,1,1533,2,21,5,0,14370000.0
Hyderabad,Kondapur,Villa,2,2,2095,23,22,3,1,13480000.0
Hyderabad,Gachibowli,Villa,2,1,1369,12,23,9,0,8590000.0
Mumbai,Juhu,Commercial Property,0,1,2743,6,24,5,1,49530000.0
Chennai,ECR,Independent House,2,3,3111,6,8,0,0,16570000.0
Delhi,Saket,Independent House,1,1,1348,4,6,9,0,16730000.0
Delhi,Rohini,Villa,3,2,1024,4,3,2,0,12240000.0
Chennai,Adyar,Commercial Property,0,1,1499,18,5,1,0,10690000.0
Hyderabad,Gachibowli,Independent House,5,6,2457,12,10,2,1,14420000.0
Chennai,Velachery,Villa,4,5,4345,1,21,6,1,27010000.0
Hyderabad,Kondapur,Apartment,5,6,3924,7,12,9,0,25170000.0
Bangalore,Koramangala,Apartment,4,5,3565,2,2,5,0,35420000.0
Delhi,Saket,Independent House,1,1,996,13,10,0,1,10790000.0
Mumbai,Powai,Villa,5,6,1856,21,21,3,1,31960000.0
Delhi,Saket,Independent House,4,4,4178,22,13,0,1,44820000.0
Delhi,Connaught Place,Apartment,3,3,3525,13,15,2,0,58490000.0
Chennai,Adyar,Villa,3,2,1954,17,14,4,1,15880000.0
Delhi,Connaught Place,Independent House,3,2,1371,14,1,6,0,21840000.0
Mumbai,Powai,Apartment,4,3,3809,9,24,1,1,74540000.0
Bangalore,Electronic City,Villa,5,5,1352,18,4,6,1,10990000.0
Delhi,Rohini,Apartment,2,2,2531,4,8,4,1,27660000.0
Chennai,Velachery,Villa,4,5,2550,11,5,5,0,15310000.0
Mumbai,Juhu,Apartment,3,3,1266,7,6,3,1,25330000.0
Chennai,ECR,Commercial Property,0,1,1821,21,14,8,0,10570000.0
Bangalore,HSR Layout,Villa,3,3,4127,2,4,5,1,28470000.0
Chennai,OMR,Commercial Property,0,1,3308,20,9,6,0,19690000.0
Chennai,Velachery,Independent House,3,4,3027,5,21,3,0,16310000.0
Bangalore,Indiranagar,Independent House,2,1,1128,23,19,6,0,8140000.0
Delhi,Rohini,Commercial Property,0,1,3415,16,5,8,1,37200000.0
Chennai,Anna Nagar,Villa,4,3,3991,20,8,0,0,20560000.0
Delhi,Rohini,Commercial Property,0,1,4115,12,9,3,1,48610000.0
Delhi,Vasant Kunj,Apartment,3,2,2369,8,24,3,1,27860000.0
Delhi,Vasant Kunj,Villa,3,4,3194,9,13,3,1,36200000.0
Delhi,Dwarka,Commercial Property,0,1,1139,9,5,6,0,12850000.0
Mumbai,Andheri,Commercial Property,0,1,1751,14,10,4,1,31360000.0
Mumbai,Juhu,Commercial Property,0,1,4101,11,16,0,1,66500000.0
Delhi,Vasant Kunj,Apartment,2,2,4456,3,14,0,1,47060000.0
Mumbai,Andheri,Villa,4,4,1000,11,1,4,0,17350000.0
Mumbai,Bandra,Villa,4,5,3516,21,21,6,1,96030000.0
Hyderabad,Gachibowli,Commercial Property,0,1,3424,22,6,4,0,19650000.0
Chennai,Anna Nagar,Villa,1,1,2177,4,8,6,0,11900000.0
Mumbai,Worli,Villa,2,1,3654,5,22,1,1,60890000.0
Chennai,Anna Nagar,Villa,3,2,843,1,17,7,1,5930000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,3021,19,7,6,1,26450000.0
Bangalore,Whitefield,Commercial Property,0,1,579,19,16,9,0,4170000.0
Delhi,Vasant Kunj,Apartment,5,4,1698,13,19,4,1,21620000.0
Mumbai,Andheri,Apartment,4,4,2119,23,23,0,1,35600000.0
Mumbai,Bandra,Villa,2,2,3081,11,17,1,1,74600000.0
Hyderabad,HITECH City,Commercial Property,0,1,3824,24,3,1,0,23230000.0
Delhi,Connaught Place,Apartment,1,2,3699,17,23,6,0,60370000.0
Chennai,ECR,Commercial Property,0,1,739,12,14,0,1,3570000.0
Delhi,Rohini,Commercial Property,0,1,811,20,4,5,1,8840000.0
Bangalore,Indiranagar,Independent House,2,3,3618,19,10,7,1,24910000.0
Bangalore,Electronic City,Independent House,5,4,1831,18,13,1,0,14400000.0
Bangalore,Koramangala,Commercial Property,0,1,4111,20,13,1,0,37270000.0
Hyderabad,Gachibowli,Independent House,2,3,558,1,15,6,0,4080000.0
Delhi,Dwarka,Independent House,2,1,3529,22,19,3,1,39880000.0
Delhi,Vasant Kunj,Independent House,3,4,2017,14,14,6,0,23270000.0
Chennai,Velachery,Independent House,5,5,2415,16,17,7,0,15780000.0
Hyderabad,Kondapur,Commercial Property,0,1,3754,3,18,4,1,23290000.0
Mumbai,Powai,Independent House,1,1,2372,18,12,3,1,45050000.0
Delhi,Vasant Kunj,Commercial Property,0,1,3502,1,11,7,1,39470000.0
Hyderabad,Kondapur,Villa,2,2,1486,7,7,7,1,8780000.0
Bangalore,Whitefield,Independent House,1,1,2122,11,22,8,0,16710000.0
Bangalore,Electronic City,Commercial Property,0,1,3341,18,11,4,0,24390000.0
Hyderabad,Kondapur,Apartment,4,3,2102,13,8,7,0,12280000.0
Delhi,Saket,Commercial Property,0,1,2371,12,20,2,0,25700000.0
Delhi,Connaught Place,Villa,2,1,1137,15,22,1,0,17040000.0
Chennai,Velachery,Commercial Property,0,1,2344,17,8,5,1,13520000.0
Bangalore,Whitefield,Independent House,3,2,3736,21,6,3,1,24700000.0
Delhi,Dwarka,Independent House,3,4,3796,1,10,8,1,44370000.0
Chennai,Velachery,Commercial Property,0,1,964,15,8,6,1,5210000.0
Delhi,Vasant Kunj,Independent House,4,3,1714,9,17,0,0,18720000.0
Bangalore,HSR Layout,Independent House,2,1,906,24,22,3,1,6330000.0
Chennai,Adyar,Independent House,2,1,1057,16,13,2,1,8840000.0
Mumbai,Bandra,Villa,2,3,3812,17,6,4,1,87040000.0
Bangalore,Indiranagar,Commercial Property,0,1,3371,10,15,7,1,25500000.0
Chennai,Anna Nagar,Commercial Property,0,1,1221,23,9,6,1,6090000.0
Delhi,Connaught Place,Apartment,4,4,2987,23,7,9,0,46590000.0
Hyderabad,Banjara Hills,Apartment,5,5,2451,17,24,8,1,15730000.0
Bangalore,Electronic City,Villa,4,3,4483,21,16,2,0,29600000.0
Mumbai,Worli,Apartment,2,3,1059,21,24,0,1,18820000.0
Bangalore,Indiranagar,Villa,3,2,4028,12,6,2,0,28990000.0
Bangalore,Whitefield,Commercial Property,0,1,4251,1,19,6,1,29510000.0
Delhi,Saket,Independent House,4,5,3532,8,13,1,0,38120000.0
Delhi,Dwarka,Commercial Property,0,1,2078,19,21,4,0,23340000.0
Mumbai,Andheri,Independent House,3,4,3163,19,19,9,1,53870000.0
Chennai,Adyar,Commercial Property,0,1,1762,23,21,3,0,14070000.0
Bangalore,Electronic City,Villa,5,5,2672,4,20,0,0,18230000.0
Bangalore,Whitefield,Apartment,5,4,3323,21,21,1,0,24860000.0
Bangalore,Electronic City,Apartment,4,3,792,7,15,2,1,7240000.0
Delhi,Saket,Apartment,2,1,1804,6,12,9,0,20670000.0
Mumbai,Worli,Independent House,1,2,2812,19,10,4,0,55490000.0
Bangalore,Koramangala,Apartment,1,1,1823,9,2,8,1,17470000.0
Mumbai,Powai,Apartment,4,3,3386,15,1,0,0,65550000.0
Mumbai,Worli,Independent House,5,4,1997,11,10,2,0,38640000.0
Chennai,Adyar,Commercial Property,0,1,3022,19,17,9,0,22600000.0
Delhi,Dwarka,Villa,1,1,3980,12,1,8,1,43640000.0
Delhi,Saket,Independent House,3,2,1522,11,22,1,0,18920000.0
Delhi,Vasant Kunj,Commercial Property,0,1,2137,6,15,7,0,21940000.0
Bangalore,Koramangala,Apartment,1,1,1830,11,13,9,1,20270000.0
Chennai,OMR,Apartment,1,1,2987,7,11,7,1,17190000.0
Hyderabad,HITECH City,Independent House,5,5,4392,16,14,0,1,25710000.0
Bangalore,Koramangala,Apartment,1,2,1255,20,18,9,0,11470000.0
Bangalore,Whitefield,Independent House,4,5,1292,17,14,5,1,9720000.0
Bangalore,Indiranagar,Villa,1,1,1687,16,2,7,1,13200000.0
Bangalore,HSR Layout,Apartment,4,5,1473,7,3,4,1,11840000.0
Delhi,Saket,Independent House,3,2,4244,13,6,9,0,46100000.0
Delhi,Connaught Place,Apartment,4,5,3156,5,9,2,0,49510000.0
Bangalore,Electronic City,Commercial Property,0,1,1638,11,2,0,0,11660000.0
Chennai,Adyar,Apartment,3,3,3400,20,21,6,0,26710000.0
Hyderabad,Gachibowli,Apartment,4,4,3133,18,9,8,1,19590000.0
Chennai,Anna Nagar,Apartment,3,4,3812,1,11,1,0,22040000.0
Mumbai,Andheri,Commercial Property,0,1,4252,14,7,3,0,72330000.0
Delhi,Connaught Place,Commercial Property,0,1,1397,22,15,3,0,21270000.0
Mumbai,Worli,Villa,5,4,4337,5,20,6,1,77670000.0
Delhi,Connaught Place,Independent House,5,4,3521,10,2,5,1,58220000.0
Mumbai,Andheri,Independent House,4,5,4272,15,6,5,1,72530000.0
Mumbai,Powai,Apartment,1,2,3084,21,18,6,0,59260000.0
Chennai,Velachery,Villa,2,2,2017,12,22,5,0,10780000.0
Hyderabad,Kondapur,Villa,5,4,3387,6,8,5,0,21100000.0
Chennai,Adyar,Villa,2,2,2722,13,24,8,0,20280000.0
Mumbai,Andheri,Apartment,4,5,1294,15,20,8,0,25520000.0
Hyderabad,Jubilee Hills,Apartment,1,2,4459,7,10,9,0,36630000.0
Bangalore,Whitefield,Commercial Property,0,1,3271,15,5,2,1,21880000.0
Bangalore,Koramangala,Apartment,3,3,2660,3,19,5,0,27160000.0
Delhi,Vasant Kunj,Commercial Property,0,1,4316,13,23,4,1,43390000.0
Chennai,Velachery,Apartment,5,4,1346,6,1,0,0,8710000.0
Delhi,Connaught Place,Apartment,2,3,2169,5,4,4,1,36360000.0
Mumbai,Powai,Villa,4,5,1512,20,6,4,1,29520000.0
Bangalore,HSR Layout,Apartment,4,3,3716,8,19,1,0,27360000.0
Delhi,Connaught Place,Independent House,4,3,3015,8,1,9,0,49200000.0
Hyderabad,HITECH City,Villa,3,2,3370,13,20,2,1,19340000.0
Mumbai,Worli,Commercial Property,0,1,2574,13,2,0,1,46800000.0
Bangalore,HSR Layout,Commercial Property,0,1,1874,5,22,8,0,13460000.0
Hyderabad,Gachibowli,Villa,3,3,1109,7,4,4,1,8190000.0
Delhi,Connaught Place,Commercial Property,0,1,2631,0,12,6,1,40740000.0
Chennai,Anna Nagar,Apartment,5,5,1311,16,21,5,0,8810000.0
Delhi,Saket,Apartment,3,3,2476,8,6,5,1,26400000.0
Delhi,Dwarka,Villa,4,3,2013,17,9,0,0,21920000.0
Bangalore,Whitefield,Apartment,5,6,2098,18,9,4,0,15340000.0
Delhi,Vasant Kunj,Commercial Property,0,1,844,2,4,6,1,9910000.0
Delhi,Dwarka,Apartment,4,4,1835,13,15,4,1,20650000.0
Delhi,Connaught Place,Apartment,1,1,2190,8,4,0,1,36600000.0
Chennai,Velachery,Commercial Property,0,1,2373,21,9,2,0,13870000.0
Hyderabad,Jubilee Hills,Villa,3,3,1250,24,7,4,0,11790000.0
Delhi,Dwarka,Commercial Property,0,1,1904,13,10,0,0,20670000.0
Hyderabad,Jubilee Hills,Apartment,2,2,508,21,23,6,1,4460000.0
Hyderabad,HITECH City,Commercial Property,0,1,4126,7,7,2,0,25240000.0
Chennai,OMR,Independent House,5,6,1865,16,17,5,1,11410000.0
Chennai,ECR,Villa,4,4,2351,9,2,1,0,12910000.0
Hyderabad,Kondapur,Commercial Property,0,1,1935,13,4,9,1,11750000.0
Chennai,OMR,Independent House,5,6,4442,13,2,2,0,23390000.0
Bangalore,Whitefield,Apartment,2,2,4428,23,14,8,1,31960000.0
Bangalore,Koramangala,Apartment,2,1,3847,9,10,7,1,35900000.0
Mumbai,Bandra,Independent House,1,2,4220,15,5,1,1,98870000.0
Bangalore,Indiranagar,Apartment,3,2,1395,23,11,3,0,10070000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,2397,7,24,7,0,18350000.0
Delhi,Vasant Kunj,Apartment,1,1,2589,9,10,3,0,27420000.0
Chennai,Velachery,Apartment,5,5,1030,20,21,0,1,5970000.0
Hyderabad,HITECH City,Commercial Property,0,1,4260,18,7,0,0,23190000.0
Bangalore,Koramangala,Independent House,1,1,4472,4,12,2,1,42190000.0
Hyderabad,Banjara Hills,Apartment,4,4,2593,1,3,8,0,16460000.0
Bangalore,Koramangala,Villa,1,2,1544,9,22,8,0,15170000.0
Mumbai,Bandra,Apartment,2,1,3693,21,7,4,0,95940000.0
Hyderabad,Jubilee Hills,Villa,2,3,2047,18,12,5,0,17830000.0
Hyderabad,Jubilee Hills,Villa,1,2,3222,21,5,5,0,27460000.0
Mumbai,Juhu,Apartment,4,4,2517,3,18,2,1,42830000.0
Chennai,Velachery,Villa,1,1,558,12,9,5,0,3580000.0
Hyderabad,Jubilee Hills,Apartment,5,5,1441,15,14,8,0,13560000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,859,0,17,2,0,4860000.0
Delhi,Dwarka,Villa,2,3,2305,17,9,4,0,27130000.0
Hyderabad,Jubilee Hills,Apartment,1,1,1363,3,15,2,1,11660000.0
Chennai,Anna Nagar,Apartment,1,1,975,24,18,2,1,5530000.0
Bangalore,Koramangala,Villa,1,2,2367,1,10,4,0,22430000.0
Hyderabad,Banjara Hills,Independent House,4,3,3046,17,3,3,1,19530000.0
Mumbai,Worli,Independent House,3,2,2613,12,13,1,1,50950000.0
Delhi,Vasant Kunj,Apartment,1,1,3059,17,19,6,0,35800000.0
Chennai,Velachery,Independent House,4,4,2295,4,9,6,1,15170000.0
Hyderabad,Jubilee Hills,Independent House,3,2,2177,7,18,2,1,19250000.0
Bangalore,HSR Layout,Villa,4,4,2306,15,2,1,0,15220000.0
Hyderabad,Banjara Hills,Apartment,2,3,3082,9,1,5,0,20440000.0
Hyderabad,Banjara Hills,Independent House,3,4,1651,6,2,4,1,10200000.0
Bangalore,HSR Layout,Commercial Property,0,1,4381,20,14,8,0,33420000.0
Mumbai,Bandra,Villa,3,4,3365,2,15,8,1,78830000.0
